syn_name	taxon_level	taxon_name	class_name	subclass_or_superorder_name	order_name	suborder_name	superfamily_name	family_name	subfamily_name	tribe_name	genus_name	species_name	author	STG_TIME_STAMP
Parameriones obeidiensis	species	Meriones obeidiensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Gerbillinae		Meriones	obeidiensis		2025/05/30 14:13:28.145
Meriones blackleri	species	Meriones tristrami	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Gerbillinae		Meriones	tristrami	Thomas, 1903	2025/05/30 14:13:28.145
Sylvaemus dominans	species	Apodemus dominans	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Apodemus	dominans		2025/05/30 14:13:28.145
Rhagapodemus primitivus	species	Apodemus jeanteti	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Apodemus	jeanteti		2025/05/30 14:13:28.145
Arvicanthis nilotucus	species	Arvicanthis niloticus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Arvicanthis	niloticus		2025/05/30 14:13:28.145
Chardinomys bilikeensis	species	Chardinomys yusheensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Chardinomys	yusheensis		2025/05/30 14:13:28.145
Parapodemus pasquierae	species	Huerzelerimys minor	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Huerzelerimys	minor		2025/05/30 14:13:28.145
Micromys steffeni	species	Micromys steffensi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Micromys	steffensi	Van de Weerd, 1979	2025/05/30 14:13:28.145
Castillomys debruijni	species	Occitanomys debruijni	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	debruijni		2025/05/30 14:13:28.145
Anthracomys ellenbergeri	species	Occitanomys ellenbergeri	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Occitanomys	ellenbergeri		2025/05/30 14:13:28.145
Apodemus barbarae	species	Parapodemus barbarae	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	barbarae		2025/05/30 14:13:28.145
Apodemus lugdunensis	species	Parapodemus lugdunensis	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	lugdunensis		2025/05/30 14:13:28.145
Apodemus meini	species	Parapodemus meini	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	meini		2025/05/30 14:13:28.145
Apodemus schaubi	species	Parapodemus schaubi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Parapodemus	schaubi		2025/05/30 14:13:28.145
Sinapodemus ibrahimi	species	Progonomys ibrahimi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Progonomys	ibrahimi		2025/05/30 14:13:28.145
Rhagamys ortodon	species	Rhagamys orthodon	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagamys	orthodon		2025/05/30 14:13:28.145
Apodemus primaevus	species	Rhagapodemus primaevus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Rhagapodemus	primaevus		2025/05/30 14:13:28.145
Stephanomys medius	species	Stephanomys cordii	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Murinae		Stephanomys	cordii	Ruiz Bustos, 1986	2025/05/30 14:13:28.145
Otomys unisulcatus	species	Myotomys unisulcatus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Otomyinae		Myotomys	unisulcatus		2025/05/30 14:13:28.145
Spalax macoveii	species	Pliospalax macoveii	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Spalacinae		Pliospalax	macoveii		2025/05/30 14:13:28.145
Spalax sotirisi	species	Pliospalax sotirisi	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Spalacinae		Pliospalax	sotirisi		2025/05/30 14:13:28.145
Nannospalax leucodon	species	Spalax leucodon	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Spalacinae		Spalax	leucodon		2025/05/30 14:13:28.145
Microspalax odessanus	species	Spalax odessanus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Spalacinae		Spalax	odessanus		2025/05/30 14:13:28.145
Nannospalax odessanus	species	Spalax odessanus	MAMMALIA	EUTHERIA	RODENTIA			Muridae	Spalacinae		Spalax	odessanus		2025/05/30 14:13:28.145
Miophiomys arambourgi	species	Myophiomys arambourgi	MAMMALIA	EUTHERIA	RODENTIA			Myophiomyidae			Myophiomys	arambourgi		2025/05/30 14:13:28.145
Talaphiomys lavocati	species	Phiomys lavocati	MAMMALIA	EUTHERIA	RODENTIA	Hystricognathi		Phiomyidae			Phiomys	lavocati		2025/05/30 14:13:28.145
Neophiomys paraphiomyoides	species	Phiomys paraphiomyoides	MAMMALIA	EUTHERIA	RODENTIA	Hystricognathi		Phiomyidae			Phiomys	paraphiomyoides		2025/05/30 14:13:28.145
Spermophilinus besana	species	Csakvaromys besana	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	besana		2025/05/30 14:13:28.145
Spermophilinus besanus	species	Csakvaromys besana	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	besana		2025/05/30 14:13:28.145
Spermophilinus bredai	species	Csakvaromys bredai	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	bredai		2025/05/30 14:13:28.145
Spermophilinus debruijni	species	Csakvaromys debruijni	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	debruijni	Daxner-Höck et al., 2022	2025/05/30 14:13:28.145
Spermophilinus giganteus	species	Csakvaromys giganteus	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	giganteus		2025/05/30 14:13:28.145
Spermophilinus minutus	species	Csakvaromys minutus	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	minutus		2025/05/30 14:13:28.145
Spermophilinus orientalis	species	Csakvaromys orientalis	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	orientalis		2025/05/30 14:13:28.145
Spermophilinus praegiganteus	species	Csakvaromys praegiganteus	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	praegiganteus		2025/05/30 14:13:28.145
Csakvaromys turoliensis	species	Csakvaromys turolensis	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	turolensis		2025/05/30 14:13:28.145
Spermophilinus turoliensis	species	Csakvaromys turolensis	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Marmotini	Csakvaromys	turolensis		2025/05/30 14:13:28.145
Cryptopterus tobieni	species	Miopetaurista thaleri	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Pteromyini	Miopetaurista	thaleri	Mein, 1970	2025/05/30 14:13:28.145
Miopetaurista tobieni	species	Miopetaurista thaleri	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Pteromyini	Miopetaurista	thaleri	Mein, 1970	2025/05/30 14:13:28.145
Pliopetaurista rugosus	species	Pliopetaurista rugosa	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae		Pteromyini	Pliopetaurista	rugosa		2025/05/30 14:13:28.145
Callosciurus finalysoni	species	Callosciurus finlaysoni	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae	Sciurinae		Callosciurus	finlaysoni		2025/05/30 14:13:28.145
Ratufa obtusidens	species	Dehmisciurus obtusidens	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae	Sciurinae		Dehmisciurus	obtusidens		2025/05/30 14:13:28.145
Arctomys robustus	species	Marmota robusta	MAMMALIA	EUTHERIA	RODENTIA			Sciuridae	Sciurinae		Marmota	robusta		2025/05/30 14:13:28.145
Neosciuromys stromeri	species	Apodecter stromeri	MAMMALIA	EUTHERIA	RODENTIA			Thryonomyidae			Apodecter	stromeri		2025/05/30 14:13:28.145
Kirtharia geespei	species	Kochalia geespei	MAMMALIA	EUTHERIA	RODENTIA			Thryonomyidae			Kochalia	geespei		2025/05/30 14:13:28.145
Phthinylla fracta	species	Neosciuromys africanus	MAMMALIA	EUTHERIA	RODENTIA			Thryonomyidae			Neosciuromys	africanus		2025/05/30 14:13:28.145
Neosciuromys  simonsi	species	Paraphiomys simonsi	MAMMALIA	EUTHERIA	RODENTIA			Thryonomyidae			Paraphiomys	simonsi		2025/05/30 14:13:28.145
Paraphiomys simonsi.	species	Paraphiomys simonsi	MAMMALIA	EUTHERIA	RODENTIA			Thryonomyidae			Paraphiomys	simonsi		2025/05/30 14:13:28.145
Neosciuromys johanesi	species	Paraulacodus johanesi	MAMMALIA	EUTHERIA	RODENTIA			Thryonomyidae			Paraulacodus	johanesi		2025/05/30 14:13:28.145
Nacimientotherium silvestri	species	Nacimientotherium silvestrei	MAMMALIA	EUTHERIA	CIMOLESTA	Tillodontia		Esthonychidae			Nacimientotherium	silvestrei		2025/05/30 14:13:28.145
Viretius goeriachensis	species	Alopecocyon goeriachensis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Ailuridae			Alopecocyon	goeriachensis		2025/05/30 14:13:28.145
Metarctos batalleri	species	Simocyon batalleri	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Ailuridae	Simocyoninae		Simocyon	batalleri		2025/05/30 14:13:28.145
Simocyon primigenium	species	Simocyon primigenius	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Ailuridae	Simocyoninae		Simocyon	primigenius		2025/05/30 14:13:28.145
Amphicyonodon teilhardi	species	Amphicynodon teilhardi	MAMMALIA	EUTHERIA	CARNIVORA			Amphicynodontidae			Amphicynodon	teilhardi		2025/05/30 14:13:28.145
Amphicyon brevifacialis	species	Aktaucyon brachifacialis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae			Aktaucyon	brachifacialis		2025/05/30 14:13:28.145
Amphicyon serus	species	Amphicyonopsis serus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae			Amphicyonopsis	serus		2025/05/30 14:13:28.145
Amphicyon intermedius	species	Crassidia intermedia	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae			Crassidia	intermedia		2025/05/30 14:13:28.145
Pseudocyon intermedius	species	Crassidia intermedia	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae			Crassidia	intermedia		2025/05/30 14:13:28.145
Amphicyon castellanus	species	Magericyon castellanus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae			Magericyon	castellanus		2025/05/30 14:13:28.145
Alopecocyon getti	species	Meiniogale getti	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae			Meiniogale	getti	(Mein, 1958)	2025/05/30 14:13:28.145
Agnotherium grivensis	species	Agnotherium grivense	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Agnotherium	grivense		2025/05/30 14:13:28.145
Paludocyon bohemicus	species	Amphicyon bohemicus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Amphicyon	bohemicus		2025/05/30 14:13:28.145
Megamphicyon giganteus	species	Amphicyon giganteus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Amphicyon	giganteus		2025/05/30 14:13:28.145
Amphicyon pyrenaicus	species	Amphicyon major	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Amphicyon	major		2025/05/30 14:13:28.145
Amphicyon crassidens	species	Cynelos crassidens	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Cynelos	crassidens		2025/05/30 14:13:28.145
Haplocyonopsis crassidens	species	Cynelos crassidens	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Cynelos	crassidens		2025/05/30 14:13:28.145
Hecubides euryodon	species	Cynelos euryodon	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Cynelos	euryodon		2025/05/30 14:13:28.145
Hecubides macrodon	species	Cynelos macrodon	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Cynelos	macrodon	SV	2025/05/30 14:13:28.145
Hecubides minor	species	Cynelos minor	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Cynelos	minor	SV	2025/05/30 14:13:28.145
Demicyon schlosseri	species	Cynelos schlosseri	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Cynelos	schlosseri		2025/05/30 14:13:28.145
Amphicyon caucasicus	species	Pseudocyon caucasicus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Pseudocyon	caucasicus		2025/05/30 14:13:28.145
Amphicyon steinheimensis	species	Pseudocyon steinheimensis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Amphicyonidae	Amphicyoninae		Pseudocyon	steinheimensis		2025/05/30 14:13:28.145
Metailurus africanus	species	Afrosmilus africanus	MAMMALIA	EUTHERIA	CARNIVORA			Barbourofelidae			Afrosmilus	africanus		2025/05/30 14:13:28.145
Pseudaelurus africanus	species	Afrosmilus africanus	MAMMALIA	EUTHERIA	CARNIVORA			Barbourofelidae			Afrosmilus	africanus		2025/05/30 14:13:28.145
Sansanosmilus jourdani	species	Albanosmilus jourdani	MAMMALIA	EUTHERIA	CARNIVORA			Barbourofelidae			Albanosmilus	jourdani		2025/05/30 14:13:28.145
Sansanosmilus piveteaui	species	Barbourofelis piveteaui	MAMMALIA	EUTHERIA	CARNIVORA			Barbourofelidae			Barbourofelis	piveteaui		2025/05/30 14:13:28.145
Machairodus palmidens	species	Sansanosmilus palmidens	MAMMALIA	EUTHERIA	CARNIVORA			Barbourofelidae			Sansanosmilus	palmidens		2025/05/30 14:13:28.145
Barbourofelis vallesiensis	species	Sansanosmilus vallesiensis	MAMMALIA	EUTHERIA	CARNIVORA			Barbourofelidae			Sansanosmilus	vallesiensis		2025/05/30 14:13:28.145
Lycoan magnus	species	Lycaon magnus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Lycaon	magnus		2025/05/30 14:13:28.145
Canis trinilensis	species	Mececyon trinilensis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Mececyon	trinilensis		2025/05/30 14:13:28.145
Cuon trinilensis	species	Mececyon trinilensis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Mececyon	trinilensis		2025/05/30 14:13:28.145
Canis petenyi	species	Nyctereutes petenyi	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Nyctereutes	petenyi		2025/05/30 14:13:28.145
Cuon dubius	species	Xenocyon dubius	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	dubius		2025/05/30 14:13:28.145
Sinicuon dubios	species	Xenocyon dubius	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	dubius		2025/05/30 14:13:28.145
Canis falconeri	species	Xenocyon falconeri	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	falconeri		2025/05/30 14:13:28.145
Lycaon falconeri	species	Xenocyon falconeri	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	falconeri		2025/05/30 14:13:28.145
Canis lycanoides	species	Xenocyon lycaonoides	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	lycaonoides		2025/05/30 14:13:28.145
Lycaon lycaonoides	species	Xenocyon lycaonoides	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	lycaonoides		2025/05/30 14:13:28.145
Lycoan lyconoides	species	Xenocyon lycaonoides	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	lycaonoides		2025/05/30 14:13:28.145
Xenocyon lycaonoides	species	Xenocyon lycaonoides	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae			Xenocyon	lycaonoides		2025/05/30 14:13:28.145
Strobodon stirtoni	species	Aelurodon stirtoni	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Aelurodon	stirtoni		2025/05/30 14:13:28.145
Hesperocyon leptodus	species	Archaeocyon leptodus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Archaeocyon	leptodus		2025/05/30 14:13:28.145
Nothocyon leptodus	species	Archaeocyon leptodus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Archaeocyon	leptodus		2025/05/30 14:13:28.145
Hesperocyon pavidus	species	Archaeocyon pavidus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Archaeocyon	pavidus		2025/05/30 14:13:28.145
Pseudocynodictis pavidus	species	Archaeocyon pavidus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Archaeocyon	pavidus		2025/05/30 14:13:28.145
Osteoborus dudleyi	species	Borophagus dudleyi	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	dudleyi		2025/05/30 14:13:28.145
Osteoborus hilli	species	Borophagus hilli	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	hilli		2025/05/30 14:13:28.145
Epicyon littoralis	species	Borophagus littoralis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	littoralis		2025/05/30 14:13:28.145
Osteoborus orc	species	Borophagus orc	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	orc		2025/05/30 14:13:28.145
Osteoborus pugnator	species	Borophagus pugnator	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	pugnator		2025/05/30 14:13:28.145
Osteoborus cyonoides	species	Borophagus secundus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	secundus		2025/05/30 14:13:28.145
Osteoborus direptor	species	Borophagus secundus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	secundus		2025/05/30 14:13:28.145
Osteoborus secundus	species	Borophagus secundus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Borophagus	secundus		2025/05/30 14:13:28.145
Carpocyon cuspidatus	species	Carpocyon compressus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Carpocyon	compressus		2025/05/30 14:13:28.145
Tomarctus robustus	species	Carpocyon robustus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Carpocyon	robustus		2025/05/30 14:13:28.145
Nothocyon geismarianus	species	Cormocyon haydeni	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Cormocyon	haydeni		2025/05/30 14:13:28.145
Nothocyon lemur	species	Cynarctoides lemur	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Cynarctoides	lemur		2025/05/30 14:13:28.145
Tomarctus marylandica	species	Cynarctus marylandica	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Cynarctus	marylandica		2025/05/30 14:13:28.145
Tomarctus thompsoni	species	Desmocyon thomsoni	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Desmocyon	thomsoni		2025/05/30 14:13:28.145
Euoplocyon brachygnathus	species	Euoplocyon praedator	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Euoplocyon	praedator		2025/05/30 14:13:28.145
Tomarctus canavus	species	Metatomarctus canavus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Metatomarctus	canavus		2025/05/30 14:13:28.145
Tomarctus confertus	species	Microtomarctus conferta	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Microtomarctus	conferta		2025/05/30 14:13:28.145
Tomarctus kellogi	species	Paracynarctus kellogi	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Paracynarctus	kellogi		2025/05/30 14:13:28.145
Tomarctus euthos	species	Paratomarctus euthos	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Paratomarctus	euthos		2025/05/30 14:13:28.145
Tomarctus temerarius	species	Paratomarctus temerarius	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Paratomarctus	temerarius		2025/05/30 14:13:28.145
Bassariscops achoros	species	Phlaocyon achoros	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Phlaocyon	achoros		2025/05/30 14:13:28.145
Bassariscops willistoni	species	Phlaocyon annectens	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Phlaocyon	annectens		2025/05/30 14:13:28.145
Nothcyon annectens	species	Phlaocyon annectens	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Phlaocyon	annectens		2025/05/30 14:13:28.145
Nothocyon latidens	species	Phlaocyon latidens	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Phlaocyon	latidens		2025/05/30 14:13:28.145
Cynodesmus minor	species	Phlaocyon minor	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Phlaocyon	minor		2025/05/30 14:13:28.145
Aletocyon multicuspis	species	Phlaocyon multicuspis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Phlaocyon	multicuspis		2025/05/30 14:13:28.145
Prototomarctus optatus	species	Protomarctus optatus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Protomarctus	optatus		2025/05/30 14:13:28.145
Tomarctus optatus	species	Protomarctus optatus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Protomarctus	optatus		2025/05/30 14:13:28.145
Tomarctus rurestris	species	Tephrocyon rurestris	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Tephrocyon	rurestris		2025/05/30 14:13:28.145
Tomarctus hippophagus	species	Tomarctus hippophaga	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Borophaginae		Tomarctus	hippophaga		2025/05/30 14:13:28.145
Eucyon brevirostris	species	Canis brevirostris	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Canis	brevirostris		2025/05/30 14:13:28.145
Canis familiaris	species	Canis lupus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Canis	lupus		2025/05/30 14:13:28.145
Canis spelaeus	species	Canis lupus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Canis	lupus		2025/05/30 14:13:28.145
Canis parmidens	species	Canis palmidens	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Canis	palmidens		2025/05/30 14:13:28.145
Vulpes adoxus	species	Eucyon adoxus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Eucyon	adoxus		2025/05/30 14:13:28.145
Canis cipio	species	Eucyon cipio	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Eucyon	cipio		2025/05/30 14:13:28.145
Canis davisi	species	Eucyon davisi	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Eucyon	davisi		2025/05/30 14:13:28.145
Canis kuruksaensis	species	Eucyon kuruksaensis	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Eucyon	kuruksaensis		2025/05/30 14:13:28.145
Canis michauxi	species	Eucyon michauxi	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Eucyon	michauxi		2025/05/30 14:13:28.145
Canis adustus	species	Lupulella adustus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Lupulella	adustus		2025/05/30 14:13:28.145
Vulpes praecorsac	species	Vulpes alopecoides	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	alopecoides		2025/05/30 14:13:28.145
Vulpes praeglacialis	species	Vulpes alopecoides	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	alopecoides		2025/05/30 14:13:28.145
Alopex lagopus	species	Vulpes lagopus	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	lagopus		2025/05/30 14:13:28.145
Vulpes rueppeli	species	Vulpes rueppelii	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	rueppelii		2025/05/30 14:13:28.145
Vulpes atlantica	species	Vulpes vulpes	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	vulpes		2025/05/30 14:13:28.145
Vulpes tschiliensis	species	Vulpes vulpes	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	vulpes		2025/05/30 14:13:28.145
Vulpes vulgaris	species	Vulpes vulpes	MAMMALIA	EUTHERIA	CARNIVORA	Caniformia		Canidae	Caninae		Vulpes	vulpes		2025/05/30 14:13:28.145
Allodesmus courseni	species	Atopotarus courseni	MAMMALIA	EUTHERIA	CARNIVORA	Pinnipedia		Desmatophocidae			Atopotarus	courseni		2025/05/30 14:13:28.145
Metailurus acerensis	species	Fortunictis acerensis	MAMMALIA	EUTHERIA	CARNIVORA	Feliformia		Felidae			Fortunictis	acerensis		2025/05/30 14:13:28.145
Pseudaelurus major	species	Metailurus major	MAMMALIA	EUTHERIA	CARNIVORA	Feliformia		Felidae			Metailurus	major		2025/05/30 14:13:28.145
Metailurus minor	species	Metailurus parvulus	MAMMALIA	EUTHERIA	CARNIVORA	Feliformia		Felidae			Metailurus	parvulus		2025/05/30 14:13:28.145
