taxon_level	taxon_name	class_name	subclass_or_superorder_name	order_name	suborder_name	superfamily_name	family_name	subfamily_name	tribe_name	genus_name	species_name	author	STG_TIME_STAMP
species	Neoplagiaulax hunteri	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	hunteri		2024/05/10 11:36:29.325
species	Neoplagiaulax jepi	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	jepi		2024/05/10 11:36:29.325
species	Neoplagiaulax kremnus	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	kremnus		2024/05/10 11:36:29.325
species	Neoplagiaulax macintyrei	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	macintyrei		2024/05/10 11:36:29.325
species	Neoplagiaulax macrotomeus	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	macrotomeus		2024/05/10 11:36:29.325
species	Neoplagiaulax mckennai	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	mckennai		2024/05/10 11:36:29.325
species	Neoplagiaulax nanophus	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	nanophus		2024/05/10 11:36:29.325
species	Neoplagiaulax nelsoni	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	nelsoni		2024/05/10 11:36:29.325
species	Neoplagiaulax nicolai	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	nicolai		2024/05/10 11:36:29.325
species	Neoplagiaulax paskapooensis	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	paskapooensis		2024/05/10 11:36:29.325
species	Neoplagiaulax serrator	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	serrator		2024/05/10 11:36:29.325
species	Neoplagiaulax sylvani	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Neoplagiaulax	sylvani		2024/05/10 11:36:29.325
genus	Parectypodus	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus			2024/05/10 11:36:29.325
species	Parectypodus armstrongi	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	armstrongi		2024/05/10 11:36:29.325
species	Parectypodus corystes	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	corystes		2024/05/10 11:36:29.325
species	Parectypodus laytoni	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	laytoni		2024/05/10 11:36:29.325
species	Parectypodus lunatus	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	lunatus		2024/05/10 11:36:29.325
species	Parectypodus simpsoni	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	simpsoni		2024/05/10 11:36:29.325
species	Parectypodus sinclairi	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	sinclairi		2024/05/10 11:36:29.325
species	Parectypodus sloani	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	sloani		2024/05/10 11:36:29.325
species	Parectypodus sylviae	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	sylviae		2024/05/10 11:36:29.325
species	Parectypodus trovessartianus	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	trovessartianus		2024/05/10 11:36:29.325
species	Parectypodus vanvaleni	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Parectypodus	vanvaleni		2024/05/10 11:36:29.325
genus	Xanclomys	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Xanclomys			2024/05/10 11:36:29.325
species	Xanclomys mcgrewi	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Xanclomys	mcgrewi		2024/05/10 11:36:29.325
genus	Xyronomys	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Xyronomys			2024/05/10 11:36:29.325
species	Xyronomys robinsoni	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Xyronomys	robinsoni		2024/05/10 11:36:29.325
species	Xyronomys swainae	MAMMALIA		MULTITUBERCULATA			Neoplagiaulacidae			Xyronomys	swainae		2024/05/10 11:36:29.325
family	Ptilodontidae	MAMMALIA		MULTITUBERCULATA			Ptilodontidae						2024/05/10 11:36:29.325
genus	Baiotomeus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Baiotomeus			2024/05/10 11:36:29.325
species	Baiotomeus douglassi	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Baiotomeus	douglassi		2024/05/10 11:36:29.325
species	Baiotomeus lamberti	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Baiotomeus	lamberti		2024/05/10 11:36:29.325
species	Baiotomeus rhothonion	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Baiotomeus	rhothonion		2024/05/10 11:36:29.325
species	Baiotomeus russelli	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Baiotomeus	russelli		2024/05/10 11:36:29.325
genus	Cernaysia	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Cernaysia			2024/05/10 11:36:29.325
species	Cernaysia davidi	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Cernaysia	davidi		2024/05/10 11:36:29.325
species	Cernaysia manueli	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Cernaysia	manueli		2024/05/10 11:36:29.325
genus	Kimbetohia	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Kimbetohia			2024/05/10 11:36:29.325
species	Kimbetohia campi	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Kimbetohia	campi		2024/05/10 11:36:29.325
species	Kimbetohia mziae	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Kimbetohia	mziae		2024/05/10 11:36:29.325
genus	Prochetodon	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Prochetodon			2024/05/10 11:36:29.325
species	Prochetodon cavus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Prochetodon	cavus		2024/05/10 11:36:29.325
species	Prochetodon foxi	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Prochetodon	foxi		2024/05/10 11:36:29.325
species	Prochetodon speirsae	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Prochetodon	speirsae		2024/05/10 11:36:29.325
species	Prochetodon taxus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Prochetodon	taxus		2024/05/10 11:36:29.325
genus	Ptilodus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus			2024/05/10 11:36:29.325
species	Ptilodus fractus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	fractus		2024/05/10 11:36:29.325
species	Ptilodus gnomus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	gnomus		2024/05/10 11:36:29.325
species	Ptilodus kummae	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	kummae		2024/05/10 11:36:29.325
species	Ptilodus mediaevus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	mediaevus		2024/05/10 11:36:29.325
species	Ptilodus montanus	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	montanus		2024/05/10 11:36:29.325
species	Ptilodus tsosiensis	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	tsosiensis		2024/05/10 11:36:29.325
species	Ptilodus wyomingensis	MAMMALIA		MULTITUBERCULATA			Ptilodontidae			Ptilodus	wyomingensis		2024/05/10 11:36:29.325
subfamily	Neoplagiaulacinae	MAMMALIA		MULTITUBERCULATA			Ptilodontidae	Neoplagiaulacinae					2024/05/10 11:36:29.325
genus	Mesodmops	MAMMALIA		MULTITUBERCULATA			Ptilodontidae	Neoplagiaulacinae		Mesodmops			2024/05/10 11:36:29.325
species	Mesodmops dawsonae	MAMMALIA		MULTITUBERCULATA			Ptilodontidae	Neoplagiaulacinae		Mesodmops	dawsonae		2024/05/10 11:36:29.325
family	Taeniolabididae	MAMMALIA		MULTITUBERCULATA			Taeniolabididae						2024/05/10 11:36:29.325
genus	Catopsalis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis			2024/05/10 11:36:29.325
species	Catopsalis alexanderi	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis	alexanderi		2024/05/10 11:36:29.325
species	Catopsalis calgariensis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis	calgariensis		2024/05/10 11:36:29.325
species	Catopsalis fissidens	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis	fissidens		2024/05/10 11:36:29.325
species	Catopsalis foliatus	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis	foliatus		2024/05/10 11:36:29.325
species	Catopsalis jpyneri	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis	jpyneri		2024/05/10 11:36:29.325
species	Catopsalis waddleae	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Catopsalis	waddleae		2024/05/10 11:36:29.325
genus	Lambdopsalis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Lambdopsalis			2024/05/10 11:36:29.325
species	Lambdopsalis bulla	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Lambdopsalis	bulla		2024/05/10 11:36:29.325
genus	Prionessus	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Prionessus			2024/05/10 11:36:29.325
species	Prionessus lucifer	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Prionessus	lucifer		2024/05/10 11:36:29.325
genus	Sphenopsalis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Sphenopsalis			2024/05/10 11:36:29.325
species	Sphenopsalis nobilis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Sphenopsalis	nobilis		2024/05/10 11:36:29.325
genus	Taeniolabis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Taeniolabis			2024/05/10 11:36:29.325
species	Taeniolabis lamberti	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Taeniolabis	lamberti		2024/05/10 11:36:29.325
species	Taeniolabis taoensis	MAMMALIA		MULTITUBERCULATA			Taeniolabididae			Taeniolabis	taoensis		2024/05/10 11:36:29.325
order	AMPHITHERIIDA	MAMMALIA		AMPHITHERIIDA									2024/05/10 11:36:29.325
family	Amphitheriidae	MAMMALIA		AMPHITHERIIDA			Amphitheriidae						2024/05/10 11:36:29.325
genus	Kasserinotherium	MAMMALIA		AMPHITHERIIDA			Amphitheriidae			Kasserinotherium			2024/05/10 11:36:29.325
species	Kasserinotherium tunisiense	MAMMALIA		AMPHITHERIIDA			Amphitheriidae			Kasserinotherium	tunisiense		2024/05/10 11:36:29.325
subfamily	Russellmyinae	MAMMALIA		AMPHITHERIIDA			Amphitheriidae	Russellmyinae					2024/05/10 11:36:29.325
genus	Russellmys	MAMMALIA		AMPHITHERIIDA			Amphitheriidae	Russellmyinae		Russellmys			2024/05/10 11:36:29.325
species	Russellmys denisae	MAMMALIA		AMPHITHERIIDA			Amphitheriidae	Russellmyinae		Russellmys	denisae		2024/05/10 11:36:29.325
order	MARSUPIALIA	MAMMALIA	METATHERIA	MARSUPIALIA									2024/05/10 11:36:29.325
genus	Djarthia	MAMMALIA	METATHERIA	MARSUPIALIA			incertae sedis			Djarthia			2024/05/10 11:36:29.325
species	Djarthia murgonensis	MAMMALIA	METATHERIA	MARSUPIALIA			incertae sedis			Djarthia	murgonensis		2024/05/10 11:36:29.325
order	MICROBIOTHERIA	MAMMALIA	METATHERIA	MICROBIOTHERIA									2024/05/10 11:36:29.325
genus	Mirandatherium	MAMMALIA	METATHERIA	MICROBIOTHERIA			incertae sedis			Mirandatherium			2024/05/10 11:36:29.325
species	Mirandatherium alipioi	MAMMALIA	METATHERIA	MICROBIOTHERIA			incertae sedis			Mirandatherium	alipioi		2024/05/10 11:36:29.325
family	Microbiotheriidae	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae						2024/05/10 11:36:29.325
genus	Kirutherium	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Kirutherium			2024/05/10 11:36:29.325
species	Kirutherium paititiensis	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Kirutherium	paititiensis		2024/05/10 11:36:29.325
genus	Marambiotherium	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Marambiotherium			2024/05/10 11:36:29.325
species	Marambiotherium glacialis	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Marambiotherium	glacialis		2024/05/10 11:36:29.325
genus	Microbiotherium	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Microbiotherium			2024/05/10 11:36:29.325
species	Microbiotherium acicula	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Microbiotherium	acicula		2024/05/10 11:36:29.325
species	Microbiotherium gallegosense	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Microbiotherium	gallegosense		2024/05/10 11:36:29.325
species	Microbiotherium patagonicum	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Microbiotherium	patagonicum		2024/05/10 11:36:29.325
species	Microbiotherium tehuelchum	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Microbiotherium	tehuelchum		2024/05/10 11:36:29.325
genus	Pachybiotherium	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Pachybiotherium			2024/05/10 11:36:29.325
species	Pachybiotherium minor	MAMMALIA	METATHERIA	MICROBIOTHERIA			Microbiotheriidae			Pachybiotherium	minor		2024/05/10 11:36:29.325
family	Woodburnodontidae	MAMMALIA	METATHERIA	MICROBIOTHERIA			Woodburnodontidae						2024/05/10 11:36:29.325
genus	Woodburnodon	MAMMALIA	METATHERIA	MICROBIOTHERIA			Woodburnodontidae			Woodburnodon			2024/05/10 11:36:29.325
species	Woodburnodon casei	MAMMALIA	METATHERIA	MICROBIOTHERIA			Woodburnodontidae			Woodburnodon	casei		2024/05/10 11:36:29.325
order	DASYUROMORPHIA	MAMMALIA	METATHERIA	DASYUROMORPHIA									2024/05/10 11:36:29.325
family	Dasyuridae	MAMMALIA	METATHERIA	DASYUROMORPHIA			Dasyuridae						2024/05/10 11:36:29.325
genus	Antechinus	MAMMALIA	METATHERIA	DASYUROMORPHIA			Dasyuridae			Antechinus			2024/05/10 11:36:29.325
genus	Sarcophilus	MAMMALIA	METATHERIA	DASYUROMORPHIA			Dasyuridae			Sarcophilus			2024/05/10 11:36:29.325
species	Sarcophilus laniarius	MAMMALIA	METATHERIA	DASYUROMORPHIA			Dasyuridae			Sarcophilus	laniarius		2024/05/10 11:36:29.325
family	Thylacinidae	MAMMALIA	METATHERIA	DASYUROMORPHIA			Thylacinidae						2024/05/10 11:36:29.325
genus	Thylacinus	MAMMALIA	METATHERIA	DASYUROMORPHIA			Thylacinidae			Thylacinus			2024/05/10 11:36:29.325
species	Thylacinus cynocephalus	MAMMALIA	METATHERIA	DASYUROMORPHIA			Thylacinidae			Thylacinus	cynocephalus		2024/05/10 11:36:29.325
species	Thylacinus potens	MAMMALIA	METATHERIA	DASYUROMORPHIA			Thylacinidae			Thylacinus	potens		2024/05/10 11:36:29.325
order	PERAMELEMORPHIA	MAMMALIA	METATHERIA	PERAMELEMORPHIA									2024/05/10 11:36:29.325
genus	Galadi	MAMMALIA	METATHERIA	PERAMELEMORPHIA			indet.			Galadi		Travouillon et al. 2010|Travouillon et al. 2013	2024/05/10 11:36:29.325
species	Galadi adversus	MAMMALIA	METATHERIA	PERAMELEMORPHIA			indet.			Galadi	adversus	Travouillon et al. 2013	2024/05/10 11:36:29.325
species	Galadi amplus	MAMMALIA	METATHERIA	PERAMELEMORPHIA			indet.			Galadi	amplus	Travouillon et al. 2013	2024/05/10 11:36:29.325
species	Galadi grandis	MAMMALIA	METATHERIA	PERAMELEMORPHIA			indet.			Galadi	grandis	Travouillon et al. 2013	2024/05/10 11:36:29.325
species	Galadi speciosus	MAMMALIA	METATHERIA	PERAMELEMORPHIA			indet.			Galadi	speciosus	Travouillon et al. 2010	2024/05/10 11:36:29.325
family	Peramelidae	MAMMALIA	METATHERIA	PERAMELEMORPHIA			Peramelidae						2024/05/10 11:36:29.325
genus	Perameles	MAMMALIA	METATHERIA	PERAMELEMORPHIA			Peramelidae			Perameles			2024/05/10 11:36:29.325
species	Perameles bougainville	MAMMALIA	METATHERIA	PERAMELEMORPHIA			Peramelidae			Perameles	bougainville		2024/05/10 11:36:29.325
species	Perameles gunnii	MAMMALIA	METATHERIA	PERAMELEMORPHIA			Peramelidae			Perameles	gunnii		2024/05/10 11:36:29.325
order	DIPROTODONTIA	MAMMALIA	METATHERIA	DIPROTODONTIA									2024/05/10 11:36:29.325
family	Diprotodontidae	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae						2024/05/10 11:36:29.325
genus	Alkwertatherium	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Alkwertatherium			2024/05/10 11:36:29.325
species	Alkwertatherium webbi	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Alkwertatherium	webbi		2024/05/10 11:36:29.325
genus	Diprotodon	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Diprotodon			2024/05/10 11:36:29.325
species	Diprotodon optatum	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Diprotodon	optatum		2024/05/10 11:36:29.325
genus	Kolopsis	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Kolopsis			2024/05/10 11:36:29.325
species	Kolopsis rotundus	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Kolopsis	rotundus		2024/05/10 11:36:29.325
species	Kolopsis torus	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Kolopsis	torus		2024/05/10 11:36:29.325
species	Kolopsis yperus	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Kolopsis	yperus		2024/05/10 11:36:29.325
genus	Kolopsoides	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Kolopsoides			2024/05/10 11:36:29.325
species	Kolopsoides cultridens	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Kolopsoides	cultridens		2024/05/10 11:36:29.325
genus	Nototherium	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Nototherium			2024/05/10 11:36:29.325
species	Nototherium watutense	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Nototherium	watutense		2024/05/10 11:36:29.325
genus	Plaisiodon	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Plaisiodon			2024/05/10 11:36:29.325
species	Plaisiodon centralis	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Plaisiodon	centralis		2024/05/10 11:36:29.325
genus	Pyramios	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Pyramios			2024/05/10 11:36:29.325
species	Pyramios alcootense	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Pyramios	alcootense		2024/05/10 11:36:29.325
genus	Zygomaturus	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Zygomaturus			2024/05/10 11:36:29.325
species	Zygomaturus keanei	MAMMALIA	METATHERIA	DIPROTODONTIA			Diprotodontidae			Zygomaturus	keanei		2024/05/10 11:36:29.325
family	Ektopodontidae	MAMMALIA	METATHERIA	DIPROTODONTIA			Ektopodontidae						2024/05/10 11:36:29.325
genus	Darcius	MAMMALIA	METATHERIA	DIPROTODONTIA			Ektopodontidae			Darcius			2024/05/10 11:36:29.325
species	Darcius duggani	MAMMALIA	METATHERIA	DIPROTODONTIA			Ektopodontidae			Darcius	duggani		2024/05/10 11:36:29.325
tribe	Simosthenurini	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae		Simosthenurini				2024/05/10 11:36:29.325
family	Macropodidae	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae						2024/05/10 11:36:29.325
genus	Baringa	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Baringa			2024/05/10 11:36:29.325
species	Baringa nelsonensis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Baringa	nelsonensis		2024/05/10 11:36:29.325
genus	Dorcopsis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Dorcopsis			2024/05/10 11:36:29.325
genus	Dorcopsoides	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Dorcopsoides			2024/05/10 11:36:29.325
species	Dorcopsoides fossilis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Dorcopsoides	fossilis		2024/05/10 11:36:29.325
genus	Protemnodon	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Protemnodon			2024/05/10 11:36:29.325
species	Protemnodon brehus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Protemnodon	brehus		2024/05/10 11:36:29.325
species	Protemnodon otibandus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Protemnodon	otibandus		2024/05/10 11:36:29.325
species	Protemnodon roechus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Protemnodon	roechus		2024/05/10 11:36:29.325
genus	Silvaroo	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Silvaroo			2024/05/10 11:36:29.325
species	Silvaroo buloloensis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Silvaroo	buloloensis		2024/05/10 11:36:29.325
genus	Thylogale	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Thylogale			2024/05/10 11:36:29.325
species	Thylogale billardierii	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Thylogale	billardierii		2024/05/10 11:36:29.325
genus	Watutia	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Watutia			2024/05/10 11:36:29.325
species	Watutia novaeguineae	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae			Watutia	novaeguineae		2024/05/10 11:36:29.325
subfamily	Macropodinae	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae					2024/05/10 11:36:29.325
genus	Bohra	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae		Bohra			2024/05/10 11:36:29.325
species	Bohra planei	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae		Bohra	planei		2024/05/10 11:36:29.325
genus	Macropus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae		Macropus			2024/05/10 11:36:29.325
species	Macropus giganteus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae		Macropus	giganteus		2024/05/10 11:36:29.325
genus	Prionotemnus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae		Prionotemnus			2024/05/10 11:36:29.325
species	Prionotemnus palankarinnicus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Macropodinae		Prionotemnus	palankarinnicus		2024/05/10 11:36:29.325
subfamily	Sthenurinae	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae					2024/05/10 11:36:29.325
genus	Archaeosimos	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Archaeosimos			2024/05/10 11:36:29.325
species	Archaeosimos cegsai	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Archaeosimos	cegsai		2024/05/10 11:36:29.325
species	Archaeosimos correlli	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Archaeosimos	correlli		2024/05/10 11:36:29.325
genus	Hadronomas	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Hadronomas			2024/05/10 11:36:29.325
species	Hadronomas puckridgi	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Hadronomas	puckridgi		2024/05/10 11:36:29.325
genus	Simosthenurus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Simosthenurus			2024/05/10 11:36:29.325
species	Simosthenurus antiquus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Simosthenurus	antiquus		2024/05/10 11:36:29.325
species	Simosthenurus baileyi	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Simosthenurus	baileyi		2024/05/10 11:36:29.325
species	Simosthenurus occidentalis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Simosthenurus	occidentalis		2024/05/10 11:36:29.325
species	Simosthenurus tirarensis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Simosthenurus	tirarensis		2024/05/10 11:36:29.325
genus	Sthenurus	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Sthenurus			2024/05/10 11:36:29.325
species	Sthenurus andersoni	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Sthenurus	andersoni		2024/05/10 11:36:29.325
species	Sthenurus notabilis	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Sthenurus	notabilis		2024/05/10 11:36:29.325
species	Sthenurus tindalei	MAMMALIA	METATHERIA	DIPROTODONTIA			Macropodidae	Sthenurinae		Sthenurus	tindalei		2024/05/10 11:36:29.325
family	Palorchestidae	MAMMALIA	METATHERIA	DIPROTODONTIA			Palorchestidae						2024/05/10 11:36:29.325
genus	Palorchestes	MAMMALIA	METATHERIA	DIPROTODONTIA			Palorchestidae			Palorchestes			2024/05/10 11:36:29.325
species	Palorchestes painei	MAMMALIA	METATHERIA	DIPROTODONTIA			Palorchestidae			Palorchestes	painei		2024/05/10 11:36:29.325
